title,description,source,date
Nepean-area city councillors meet with Carney at Barrhaven pub,Three Nepean-area city councillors raised local issues in a meeting with Prime Minister Mark Carney Tuesday afternoon at Greenfield's Public House in Barrhav...,cbc.ca,2025-08-19T23:05:32.000000Z
Carney to visit Mexico next month as both countries navigate tense U.S. relations,Both Mexico and Canada have been subject to tariffs and tariff threats from U.S. President Donald Trump since he was re-elected.,cbc.ca,2025-08-15T20:31:12.000000Z
Police investigating 'hate-motivated' assault on Muslim woman in Kanata,"A Muslim woman was assaulted and threatened in a ""hate-motivated incident"" on an OC Transpo bus in Kanata late Monday afternoon, in a situation which has draw...",cbc.ca,2025-08-13T17:48:29.000000Z
Non-profit says pay hike for Canadian Armed Forces members ‘long overdue',Prime Minister Mark Carney has announced a $2-billion-per-year graduated series of salary top-ups and incentives for members of the Canadian military. Debbie Lo...,cbc.ca,2025-08-12T16:18:48.000000Z
Calgary mayor calls for federal help in fast-tracking Prairie Economic Gateway project,Calgary's mayor wants Prime Minister Mark Carney to designate proposed Prairie Economic Gateway as a project of national interest in order to get the industrial...,cbc.ca,2025-08-11T23:36:06.000000Z
Carney and Zelenskyy speak ahead of Trump-Putin summit in Alaska,"Prime Minister Mark Carney and Ukrainian President Volodymyr Zelenskyy spoke by phone Monday, reaffirming their agreement that Ukraine must be a party to any di...",cbc.ca,2025-08-11T20:09:15.000000Z
Carney says Canada's trade with U.S. is mostly tariff-free. But that's not the whole story,Prime Minister Mark Carney said,cbc.ca,2025-08-10T09:00:00.000000Z
"Deal or no deal, Mark Carney has to manage a new relationship with the United States",Prime Minister Mark Carney will still obviously be judged on how he navigates the current dispute. But deal or no deal — tariffs or no tariffs — the larg...,cbc.ca,2025-08-09T09:00:00.000000Z
Where does Carney stand on Canada's 2030 climate targets? It's not clear,CBC Radio’s The House takes a look at whether Canada is on track to meet its climate targets under Prime Minister Mark Carney.,cbc.ca,2025-08-09T09:00:00.000000Z
Carney condemns Israel's plan to take over Gaza City,Prime Minister Mark Carney on Friday joined U.K. Prime Minister Keir Starmer and other world leaders in criticizing Israel's plan to take over Gaza City.,cbc.ca,2025-08-08T19:57:47.000000Z
Liberals spending $2B to boost military pay and benefits this year,Prime Minister Mark Carney announced a sweeping series of pay and benefit increases for members of the military designed to attract new recruits and retain exis...,cbc.ca,2025-08-08T18:36:18.000000Z
Carney makes announcement about Canadian Armed Forces,"Prime Minister Mark Carney is in Trenton, Ont., for an announcement related to Canada’s military.",cbc.ca,2025-08-08T18:15:00.000000Z
Carney tells Métis leaders Indigenous rights are 'at the core' of major projects law,Prime Minister Mark Carney told Métis leaders their voices will be heard and rights respected as the Liberal government implements its legislation to fast-trac...,cbc.ca,2025-08-07T18:07:53.000000Z
Carney on Trump: 'We’ll speak when it makes sense',Prime Minister Mark Carney said Tuesday he hadn't 'spoken to the president in recent days' as Canada and the U.S. are still without a trade deal. U.S. President...,cbc.ca,2025-08-05T20:52:55.000000Z
Carney announces over $1B in supports for clobbered softwood lumber industry,Prime Minister Mark Carney vowed to use Canadian lumber to build homes and unveiled financial supports for the forestry sector as the U.S. hikes duties on the ...,cbc.ca,2025-08-05T19:55:26.000000Z
Prime Minister Mark Carney to announce new supports for lumber industry,The prime minister is expected to unveil new measures to support industry innovation.,cbc.ca,2025-08-05T18:00:00.000000Z
"LeBlanc says he expects Carney, Trump to talk 'over the next couple of days'",Dominic LeBlanc says he expects Prime Minister Mark Carney and U.S. President Donald Trump will talk with each other “over the next couple of days” as Canad...,cbc.ca,2025-08-03T17:57:45.000000Z
Carney wants to spend an extra $9B on defence by April. Is that possible?,Prime Minister Mark Carney's goal of hitting NATO's defence spending target of two per cent of gross domestic product this year will be an uphill — nearly imp...,cbc.ca,2025-08-03T09:00:00.000000Z
"No deal for Canada yet to halt tariff increase, as Trump's deadline looms","U.S. President Donald Trump said Thursday he had not spoken with Prime Minister Mark Carney, the day before his deadline to increase tariffs on Canadian product...",cbc.ca,2025-07-31T22:16:18.000000Z
"Canada-U.S. trade negotiations 'may not conclude' by Aug. 1, Carney says","Two days before U.S. President Donald Trump's deadline to finalize trade negotiations, Canada hasn't closed a deal with the United States, Prime Minister Mark ...",cbc.ca,2025-07-31T00:08:32.000000Z
Canada will recognize Palestinian state in September if certain conditions met,Prime Minister Mark Carney says Canada will recognize a Palestinian state in September if the West Bank's governing body meets certain conditions.,cbc.ca,2025-07-30T22:21:36.000000Z
Carney slashes Marine Atlantic ferry rates by half for travel between N.L. and mainland,Traveling between Newfoundland and Nova Scotia by ferry will be cheaper for passengers starting on Aug. 1.,cbc.ca,2025-07-28T21:31:04.000000Z
Eby calls for 'fair treatment' for ferry users in B.C. after Ottawa cuts fares in Eastern Canada,Premier David Eby called on Ottawa to increase the federal subsidy for ferry users in B.C. after Prime Minster Mark Carney followed through on a promise to lo...,cbc.ca,2025-07-28T20:55:03.000000Z
"Canada-U.S. trade negotiations at 'intense phase,' Carney says as deadline looms",Prime Minister Mark Carney said Monday trade negotiations with the U.S. are at an,cbc.ca,2025-07-28T16:18:29.000000Z
"Carney says Ottawa cutting Confederation Bridge tolls, ferry fares in Eastern Canada","Prime Minister Mark Carney, speaking from Prince Edward Island on Monday, said the government is cutting tolls on the Confederation Bridge and lowering ferry fa...",cbc.ca,2025-07-28T14:20:00.000000Z
Carney on P.E.I. to announce 'new measures to lower costs',"Prime Minister Mark Carney is on P.E.I. Monday to announce ""new measure to lower costs for Canadians.""",cbc.ca,2025-07-28T12:46:05.000000Z
"Ottawa makes good on promise to cut Confederation Bridge tolls, ferry fares in Eastern Canada","The federal government is slashing tolls on the Confederation Bridge and lowering ferry fares in Eastern Canada, Prime Minister Mark Carney announced while in P...",cbc.ca,2025-07-28T12:46:05.000000Z
"Ottawa makes good on promise to cut Confederation Bridge tolls, ferry fares in Eastern Canada","The federal government is slashing tolls on the Confederation Bridge and lowering ferry fares in Eastern Canada, Prime Minister Mark Carney announced while in P...",cbc.ca,2025-07-28T12:46:05.000000Z
Saskatchewan Political Panel | Inside the province's improved relationship with Ottawa,Canada's premiers and Prime Minister Mark Carney held a three-day summit in Ontario this week. Saskatchewan's political panel discussed the impact of these meet...,cbc.ca,2025-07-26T14:00:00.000000Z
Can Mark Carney move fast and not break things?,"It's easy to move fast if you're not worried about breaking things. The greater challenge is moving fast while fixing, improving and building things.",cbc.ca,2025-07-26T09:00:00.000000Z
Trudeau radically overhauled the Senate — will Carney keep his reforms?,Former prime minister Justin Trudeau upended 150 years of Canadian parliamentary tradition when he unilaterally reformed the Senate. The new Liberal government ...,cbc.ca,2025-07-26T09:00:00.000000Z
Carney calls for Israel to give up control of aid delivery in Gaza,Prime Minister Mark Carney is calling for Israel’s control of aid distribution to be replaced amid reports of mass starvation in Gaza.,cbc.ca,2025-07-25T01:35:26.000000Z
Lennox Island’s new chief gets the prime minister’s ear during national summit,"Last week, Lennox Island Chief Tabatha Bernard attended the National Summit on the One Canadian Economy Act, along with Prime Minister Mark Carney and First Nat...",cbc.ca,2025-07-24T22:30:00.000000Z
Inuit leaders meet Carney in N.W.T. to talk nation-building projects,Prime Minister Mark Carney is meeting Inuit leaders Thursday in Inuvik as he ramps up his outreach to Indigenous communities about his plan to fast-track major ...,cbc.ca,2025-07-24T09:00:00.000000Z
"P.E.I. premier says he is '10 out of 10' confident bridge, ferry tolls will be reduced",Premier Rob Lantz says after speaking to Prime Minister Mark Carney at first ministers' meeting this week that he is confident fares to cross the Confederation ...,cbc.ca,2025-07-24T01:16:05.000000Z
"Family of mother killed in Kelowna, B.C., calls for changes to justice system in letter to PM","Premier David Eby has given a letter to Prime Minister Mark Carney from the family of Bailey McCourt, who was killed earlier this month in Kelowna, calling for ...",cbc.ca,2025-07-23T23:03:12.000000Z
Why Danielle Smith has eased off the 'Kill Bill C-69' language in the Carney era,"After long demanding repeal of the federal project review law, Alberta premier shifts to calling for 'substantive' changes.",cbc.ca,2025-07-23T09:00:00.000000Z
"Carney to visit his hometown of Fort Smith, N.W.T., on Wednesday","The prime minister will be in his hometown of Fort Smith, N.W.T., Wednesday to tour an area impacted by wildfire and talk with locals about food insecurity. He'...",cbc.ca,2025-07-23T03:56:53.000000Z
Ford praises Carney after late-night fireside chats at Muskoka cottage,"It may not be the sunny ways government, but some premiers certainly seem to be feeling sunny about the future after a meeting with Prime Minister Mark Carney o...",cbc.ca,2025-07-23T00:41:44.000000Z
Coastal First Nations in B.C. issue open letter to Carney opposing suggested northern pipeline,"Coastal First Nations in British Columbia have issued an open letter to Prime Minister Mark Carney, asking him to reject any new proposal for a crude oil pip...",cbc.ca,2025-07-22T22:47:09.000000Z
Ford says Carney stayed over at his Muskoka cottage Monday night,"Ontario Premier Doug Ford, speaking to reporters at the end of Day 2 of the first ministers' meeting in Huntsville, Ont., says he and the prime minister were up...",cbc.ca,2025-07-22T21:24:30.000000Z
